NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
SLC45A1	1	ENSG00000162426	
PTMAP3	1	ENSG00000218902	
ARID4A	1	ENSG00000032219	
INE1	1	ENSG00000224975	
SLC8A1	1	ENSG00000183023	
CXCL12	1	ENSG00000107562	
IL20RB	1	ENSG00000174564	
OTUB2	1	ENSG00000089723	
PRNP	1	ENSG00000171867	
F13A1	1	ENSG00000124491	
TRPM2	1	ENSG00000142185	
MKRN5P	1	ENSG00000224430	
DOCK11	1	ENSG00000147251	
GTF3C6P2	1	ENSG00000213569	
SMARCAL1	1	ENSG00000138375	
PRSS27	1	ENSG00000172382	
ATP5MC2	1	ENSG00000135390	
WDFY4	1	ENSG00000128815	
ZFR2	1	ENSG00000105278	
HYAL1	1	ENSG00000114378	
MAPKAPK5-AS1	1	ENSG00000234608	
ODAPH	1	ENSG00000174792	
KRT19P1	1	ENSG00000218014	
CA5B	1	ENSG00000169239	
DQX1	1	ENSG00000144045	
KCTD12	1	ENSG00000178695	
ERP29	1	ENSG00000089248	
SLC4A8	1	ENSG00000050438	
CD36	1	ENSG00000135218	
NECTIN2P1	1	ENSG00000240787	
SDCBP2-AS1	1	ENSG00000234684	
DAAM2	1	ENSG00000146122	
MAD1L1	1	ENSG00000002822	
FKBP11	1	ENSG00000134285	
CHMP4C	1	ENSG00000164695	
NUSAP1	1	ENSG00000137804	
CLDN5	1	ENSG00000184113	
TSPAN7	1	ENSG00000156298	
SRP14	1	ENSG00000140319	
LYPD5	1	ENSG00000159871	
PIK3R5	1	ENSG00000141506	
MYBL2	1	ENSG00000101057	
SLC7A11	1	ENSG00000151012	
SNCA	1	ENSG00000145335	
SIRT4	1	ENSG00000089163	
RET	1	ENSG00000165731	
FZD9	1	ENSG00000188763	
EPHA2-AS1	1	ENSG00000227959	
NFIB	1	ENSG00000147862	
SEPTIN7-DT	1	ENSG00000228878	
FCRLA	1	ENSG00000132185	
KDELR3	1	ENSG00000100196	
STXBP4	1	ENSG00000166263	
LRRC4B	1	ENSG00000131409	
BRCA1	1	ENSG00000012048	
PSD3	1	ENSG00000156011	
SLC25A1	1	ENSG00000100075	
BTF3L4P1	1	ENSG00000232260	
TOX-DT	1	ENSG00000167912	
SELENOS	1	ENSG00000131871	
PARD6A	1	ENSG00000102981	
ADCY1	1	ENSG00000164742	
KCNJ5-AS1	1	ENSG00000174370	
CAMK4	1	ENSG00000152495	
LINC01303	1	ENSG00000250548	
RAD54B	1	ENSG00000197275	
SDCBPP2	1	ENSG00000247570	
SLC6A10P	1	ENSG00000214617	
RPTOR	1	ENSG00000141564	
BAIAP2L1	1	ENSG00000006453	
ST7L	1	ENSG00000007341	
VSIG2	1	ENSG00000019102	
CXCL9	1	ENSG00000138755	
METTL27	1	ENSG00000165171	
GABRE	1	ENSG00000102287	
MRGBP	1	ENSG00000101189	
CCR5	1	ENSG00000160791	
CAST	1	ENSG00000153113	
PEX5L	1	ENSG00000114757	
PAQR6	1	ENSG00000160781	
TMPRSS2	1	ENSG00000184012	
ABHD11	1	ENSG00000106077	
SNX2	1	ENSG00000205302	
SPDYE12	1	ENSG00000184616	
ARL6IP1	1	ENSG00000170540	
GPD1L	1	ENSG00000152642	
SERPINE2	1	ENSG00000135919	
SNRPA1P1	1	ENSG00000144158	
RTCA-AS1	1	ENSG00000224616	
CENPC	1	ENSG00000145241	
MAP3K15	1	ENSG00000180815	
SYNE3	1	ENSG00000176438	
IKZF1	1	ENSG00000185811	
CLGN	1	ENSG00000153132	
CKAP2L	1	ENSG00000169607	
PDK1-AS1	1	ENSG00000225205	
PRSS44P	1	ENSG00000226074	
STARD8	1	ENSG00000130052	
BEND6	1	ENSG00000151917	
GSTO2	1	ENSG00000065621	
HCLS1	1	ENSG00000180353	
HLA-DRB1	1	ENSG00000196126	
KCTD9P3	1	ENSG00000187988	
C18orf54	1	ENSG00000166845	
CAPN5	1	ENSG00000149260	
AKR1B1P3	1	ENSG00000213785	
TOB2P1	1	ENSG00000176933	
NPAS2	1	ENSG00000170485	
H4C8	1	ENSG00000158406	
CD180	1	ENSG00000134061	
TBX3	1	ENSG00000135111	
PUS1	1	ENSG00000177192	
MRPS36	1	ENSG00000134056	
FAM111A-DT	1	ENSG00000245571	
ZNF534	1	ENSG00000198633	
FAXDC2	1	ENSG00000170271	
MBOAT2	1	ENSG00000143797	
ZNF106	1	ENSG00000103994	
PRR19	1	ENSG00000188368	
LINC02975	1	ENSG00000224307	
TMEM86B	1	ENSG00000180089	
NEMP2-DT	1	ENSG00000233654	
WDR86-AS1	1	ENSG00000243836	
FBXO48	1	ENSG00000204923	
ZCWPW1	1	ENSG00000078487	
DCBLD2	1	ENSG00000057019	
TBC1D4	1	ENSG00000136111	
MARCHF3	1	ENSG00000173926	
SNORA31B	1	ENSG00000253051	
SFRP2	1	ENSG00000145423	
CHST6	1	ENSG00000183196	
NAA60	1	ENSG00000122390	
HCN2	1	ENSG00000099822	
NR4A2	1	ENSG00000153234	
KLHL3	1	ENSG00000146021	
SNX29P1	1	ENSG00000158482	
RRP36	1	ENSG00000124541	
PLA1A	1	ENSG00000144837	
MCF2L2	1	ENSG00000053524	
SSC5D	1	ENSG00000179954	
PKP3	1	ENSG00000184363	
KCND3	1	ENSG00000171385	
CFAP68	1	ENSG00000137720	
AMIGO2	1	ENSG00000139211	
RTN4RL2	1	ENSG00000186907	
DCPS	1	ENSG00000110063	
LPCAT4	1	ENSG00000176454	
PPM1E	1	ENSG00000175175	
ZNF367	1	ENSG00000165244	
SLC7A7	1	ENSG00000155465	
ENTPD3-AS1	1	ENSG00000223797	
CD300A	1	ENSG00000167851	
ZNF286B	1	ENSG00000249459	
ATP5MGP2	1	ENSG00000232362	
BOLA1	1	ENSG00000178096	
LINC01018	1	ENSG00000250056	
MIR100HG	1	ENSG00000255248	
CFAP300	1	ENSG00000137691	
BMPER	1	ENSG00000164619	
ZFPL1	1	ENSG00000162300	
FLI1	1	ENSG00000151702	
PDE1C	1	ENSG00000154678	
HEY2	1	ENSG00000135547	
PTPRD	1	ENSG00000153707	
TENT5C	1	ENSG00000183508	
LINC00492	1	ENSG00000250958	
NDUFA3	1	ENSG00000170906	
HLA-DPA1	1	ENSG00000231389	
SF3B6	1	ENSG00000115128	
LINC00899	1	ENSG00000231711	
RFX7	1	ENSG00000181827	
PCDHA4	1	ENSG00000204967	
MAOA	1	ENSG00000189221	
AURKA	1	ENSG00000087586	
LINC00954	1	ENSG00000228784	
KRT8P3	1	ENSG00000254285	
RRAGD	1	ENSG00000025039	
CABP1	1	ENSG00000157782	
ZNF470	1	ENSG00000197016	
NBEAL1	1	ENSG00000144426	
PSME2P6	1	ENSG00000227462	
MYO7A	1	ENSG00000137474	
NACAP2	1	ENSG00000180230	
INPP5D	1	ENSG00000168918	
FADD	1	ENSG00000168040	
ADGRG2	1	ENSG00000173698	
ZBTB7C	1	ENSG00000184828	
CELF6	1	ENSG00000140488	
TSNAXIP1	1	ENSG00000102904	
RNF6	1	ENSG00000127870	
FAM76A	1	ENSG00000009780	
THY1	1	ENSG00000154096	
CMBL	1	ENSG00000164237	
BBX	1	ENSG00000114439	
JAM3	1	ENSG00000166086	
TSHZ2	1	ENSG00000182463	
ILK	1	ENSG00000166333	
TRIOBP	1	ENSG00000100106	
RPL9P7	1	ENSG00000238103	
PRSS45P	1	ENSG00000188086	
ERBB4	1	ENSG00000178568	
BTF3P13	1	ENSG00000227118	
MRPS17	1	ENSG00000239789	
RAC2	1	ENSG00000128340	
ENPEP	1	ENSG00000138792	
ARHGAP30	1	ENSG00000186517	
TLCD1	1	ENSG00000160606	
MAP3K7CL	1	ENSG00000156265	
LINC01376	1	ENSG00000236204	
ASRGL1	1	ENSG00000162174	
PRG4	1	ENSG00000116690	
DYNC1I1	1	ENSG00000158560	
FBP1	1	ENSG00000165140	
KLHL28	1	ENSG00000179454	
SIL1	1	ENSG00000120725	
LHPP	1	ENSG00000107902	
CDC42EP5	1	ENSG00000167617	
CPLX1	1	ENSG00000168993	
LRRC73	1	ENSG00000204052	
KRTAP2-3	1	ENSG00000212724	
NRGN	1	ENSG00000154146	
PDGFRA	1	ENSG00000134853	
BASP1	1	ENSG00000176788	
HS6ST1	1	ENSG00000136720	
TSSC2	1	ENSG00000223756	
NYAP1	1	ENSG00000166924	
PPARD	1	ENSG00000112033	
TMEM52	1	ENSG00000178821	
RIPOR3	1	ENSG00000042062	
C3orf70	1	ENSG00000187068	
TADA3	1	ENSG00000171148	
GPSM2	1	ENSG00000121957	
ITM2B	1	ENSG00000136156	
ALKAL2	1	ENSG00000189292	
CDC6	1	ENSG00000094804	
CACNA2D2	1	ENSG00000007402	
GRID1	1	ENSG00000182771	
DNAAF5	1	ENSG00000164818	
CCDC91	1	ENSG00000123106	
HSPA12B	1	ENSG00000132622	
CAMK2N2	1	ENSG00000163888	
PNPLA3	1	ENSG00000100344	
TUBB4A	1	ENSG00000104833	
TUT1	1	ENSG00000149016	
SLC2A9	1	ENSG00000109667	
ZNF738	1	ENSG00000172687	
PAPLN	1	ENSG00000100767	
ABCE1	1	ENSG00000164163	
ABTB2	1	ENSG00000166016	
SPATA7	1	ENSG00000042317	
CCAR2	1	ENSG00000158941	
PPP1R26-AS1	1	ENSG00000225361	
SIN3B	1	ENSG00000127511	
SMG1P2	1	ENSG00000205534	
THOP1	1	ENSG00000172009	
NAP1L3	1	ENSG00000186310	
ZNF662	1	ENSG00000182983	
SMIM10L2B	1	ENSG00000196972	
FRMPD4	1	ENSG00000169933	
LRR1	1	ENSG00000165501	
ACVR1B	1	ENSG00000135503	
IPO7P1	1	ENSG00000232951	
GLCCI1	1	ENSG00000106415	
TSPYL5	1	ENSG00000180543	
SLITRK4	1	ENSG00000179542	
GRASLND	1	ENSG00000228203	
TMEM201	1	ENSG00000188807	
GSTT2	1	ENSG00000099984	
GNAI1	1	ENSG00000127955	
ITGAL	1	ENSG00000005844	
SNRPF	1	ENSG00000139343	
FAM133B	1	ENSG00000234545	
NBEA	1	ENSG00000172915	
RPEL1	1	ENSG00000235376	
ITGA9-AS1	1	ENSG00000235257	
GNA14	1	ENSG00000156049	
SEC11C	1	ENSG00000166562	
FLNB-AS1	1	ENSG00000244161	
GIMAP2	1	ENSG00000106560	
CLK3	1	ENSG00000179335	
RHOU	1	ENSG00000116574	
FAM131C	1	ENSG00000185519	
RPL21P98	1	ENSG00000243071	
SPATA6L	1	ENSG00000106686	
ODAD4	1	ENSG00000204815	
KSR2	1	ENSG00000171435	
HYDIN	1	ENSG00000157423	
DMAC2L	1	ENSG00000125375	
ADRA1B	1	ENSG00000170214	
ZYX	1	ENSG00000159840	
MATN1-AS1	1	ENSG00000186056	
CYP2E1	1	ENSG00000130649	
CPVL	1	ENSG00000106066	
CDK8P2	1	ENSG00000227368	
PARP3	1	ENSG00000041880	
NUP88	1	ENSG00000108559	
EXOC4	1	ENSG00000131558	
RPL13	1	ENSG00000167526	
RSPH4A	1	ENSG00000111834	
ATP5MK	1	ENSG00000173915	
UFSP2	1	ENSG00000109775	
KLHDC8A	1	ENSG00000162873	
FAM180A	1	ENSG00000189320	
ZNF879	1	ENSG00000234284	
ABCC9	1	ENSG00000069431	
FILIP1	1	ENSG00000118407	
SELE	1	ENSG00000007908	
KCTD9P4	1	ENSG00000214264	
MSI1	1	ENSG00000135097	
ZNF284	1	ENSG00000186026	
ASB2	1	ENSG00000100628	
ZBTB16	1	ENSG00000109906	
CDT1	1	ENSG00000167513	
MYCT1	1	ENSG00000120279	
GBP4	1	ENSG00000162654	
RAB32	1	ENSG00000118508	
COASY	1	ENSG00000068120	
KCNN1	1	ENSG00000105642	
NDUFAF4	1	ENSG00000123545	
RPL7L1P11	1	ENSG00000176970	
CHST1	1	ENSG00000175264	
ANKRD39	1	ENSG00000213337	
ZNF433	1	ENSG00000197647	
FAM88B	1	ENSG00000170161	
GPR146	1	ENSG00000164849	
ZNF423	1	ENSG00000102935	
PCDHGA10	1	ENSG00000253846	
AHNAK2	1	ENSG00000185567	
YARS2	1	ENSG00000139131	
ZKSCAN5	1	ENSG00000196652	
ZNF781	1	ENSG00000196381	
ZNF572	1	ENSG00000180938	
KCTD14	1	ENSG00000151364	
CDCA5	1	ENSG00000146670	
CENPH	1	ENSG00000153044	
GNG4	1	ENSG00000168243	
PPM1N	1	ENSG00000213889	
GPCPD1P1	1	ENSG00000235095	
PDGFD	1	ENSG00000170962	
ACTR3	1	ENSG00000115091	
DCAF13	1	ENSG00000164934	
TIMM8AP1	1	ENSG00000231445	
HCFC1	1	ENSG00000172534	
ARC	1	ENSG00000198576	
IRF1	1	ENSG00000125347	
FAT2	1	ENSG00000086570	
SLC24A1	1	ENSG00000074621	
MPRIP	1	ENSG00000133030	
BACE2	1	ENSG00000182240	
CCKBR	1	ENSG00000110148	
DISC1	1	ENSG00000162946	
GIMAP4	1	ENSG00000133574	
GASK1B	1	ENSG00000164125	
NPTX2	1	ENSG00000106236	
RAF1	1	ENSG00000132155	
SEPTIN7P8	1	ENSG00000229000	
ADIRF	1	ENSG00000148671	
RB1	1	ENSG00000139687	
TMEM233	1	ENSG00000224982	
SETDB2	1	ENSG00000136169	
CKMT2	1	ENSG00000131730	
C11orf71	1	ENSG00000180425	
PDE3A	1	ENSG00000172572	
ALDH7A1P1	1	ENSG00000251400	
LDHAP3	1	ENSG00000236090	
CDC14A	1	ENSG00000079335	
WDR4	1	ENSG00000160193	
BMPR1B	1	ENSG00000138696	
NRIP3	1	ENSG00000175352	
FRAS1	1	ENSG00000138759	
SEMA4C	1	ENSG00000168758	
RIPPLY3	1	ENSG00000183145	
ZFPM2	1	ENSG00000169946	
SCN8A	1	ENSG00000196876	
SLC39A11	1	ENSG00000133195	
APTR	1	ENSG00000214293	
FIGN	1	ENSG00000182263	
ORMDL2	1	ENSG00000123353	
C2orf88	1	ENSG00000187699	
COL22A1	1	ENSG00000169436	
ZNF350	1	ENSG00000256683	
FLT1	1	ENSG00000102755	
LINC02762	1	ENSG00000250303	
GBP1	1	ENSG00000117228	
KIAA1614	1	ENSG00000135835	
NAPRT	1	ENSG00000147813	
TIGAR	1	ENSG00000078237	
NACA	1	ENSG00000196531	
TRIM9	1	ENSG00000100505	
BAALC-AS1	1	ENSG00000247081	
IQCD	1	ENSG00000166578	
HVCN1	1	ENSG00000122986	
PTPMT1	1	ENSG00000110536	
IRAK3	1	ENSG00000090376	
MIR621	1	ENSG00000207652	
ENTR1P1	1	ENSG00000256704	
TMA7	1	ENSG00000232112	
RERG	1	ENSG00000134533	
TSPAN33	1	ENSG00000158457	
PLN	1	ENSG00000198523	
ARSI	1	ENSG00000183876	
NR2F1	1	ENSG00000175745	
ARPC5	1	ENSG00000162704	
CENATAC-DT	1	ENSG00000255121	
NSA2P5	1	ENSG00000227176	
RHPN2	1	ENSG00000131941	
B3GLCT	1	ENSG00000187676	
RIPK2	1	ENSG00000104312	
ENAM	1	ENSG00000132464	
CCM2L	1	ENSG00000101331	
COL4A6	1	ENSG00000197565	
TNFRSF11B	1	ENSG00000164761	
CIITA	1	ENSG00000179583	
C2	1	ENSG00000166278	
WDR82P1	1	ENSG00000234629	
MKRN4P	1	ENSG00000238222	
NRM	1	ENSG00000137404	
SH3RF3	1	ENSG00000172985	
COBLP1	1	ENSG00000231270	
IRX2-DT	1	ENSG00000186493	
GUCY1A2	1	ENSG00000152402	
TBXAS1	1	ENSG00000059377	
GCNT3	1	ENSG00000140297	
URB1-AS1	1	ENSG00000256073	
ITGAM	1	ENSG00000169896	
BMP2	1	ENSG00000125845	
EID2B	1	ENSG00000176401	
PIN1P1	1	ENSG00000229359	
MIAT	1	ENSG00000225783	
ARHGAP42P2	1	ENSG00000231147	
CRACD	1	ENSG00000109265	
EBPL	1	ENSG00000123179	
APCDD1L	1	ENSG00000198768	
AAGAB	1	ENSG00000103591	
RYR3	1	ENSG00000198838	
THAP10	1	ENSG00000129028	
PCMTD1-DT	1	ENSG00000228801	
APH1B	1	ENSG00000138613	
SAXO2	1	ENSG00000188659	
CHTF18	1	ENSG00000127586	
GGPS1	1	ENSG00000152904	
ADAMTSL4	1	ENSG00000143382	
C3orf80	1	ENSG00000180044	
FGF13	1	ENSG00000129682	
SPDYE2	1	ENSG00000205238	
ALOX12B	1	ENSG00000179477	
PEX7	1	ENSG00000112357	
MAP4K5	1	ENSG00000012983	
GREM1	1	ENSG00000166923	
DYSF	1	ENSG00000135636	
BMP8B	1	ENSG00000116985	
LPAR1	1	ENSG00000198121	
DNAH14	1	ENSG00000185842	
FTH1	1	ENSG00000167996	
RPGR	1	ENSG00000156313	
ADAMTS1	1	ENSG00000154734	
SOWAHA	1	ENSG00000198944	
NEK10	1	ENSG00000163491	
KDM4D	1	ENSG00000186280	
MIPOL1	1	ENSG00000151338	
WDR5B	1	ENSG00000196981	
BDNF-AS	1	ENSG00000245573	
CPEB2	1	ENSG00000137449	
GM2A	1	ENSG00000196743	
ZNF787	1	ENSG00000142409	
SLC12A8	1	ENSG00000221955	
ECHDC3	1	ENSG00000134463	
PPIL1P1	1	ENSG00000237951	
TNFRSF12A	1	ENSG00000006327	
DIAPH3	1	ENSG00000139734	
ARL6IP1P2	1	ENSG00000225355	
MKKS	1	ENSG00000125863	
ATP8A2	1	ENSG00000132932	
SNTB2	1	ENSG00000168807	
XYLT1	1	ENSG00000103489	
APBB2	1	ENSG00000163697	
LINC01134	1	ENSG00000236423	
NLGN4X	1	ENSG00000146938	
GCDH	1	ENSG00000105607	
CLCF1	1	ENSG00000175505	
DLL4	1	ENSG00000128917	
PRELID2	1	ENSG00000186314	
DCLK2	1	ENSG00000170390	
CIBAR1	1	ENSG00000188343	
L1CAM	1	ENSG00000198910	
TP53I3	1	ENSG00000115129	
TUBBP6	1	ENSG00000235207	
PTGER2	1	ENSG00000125384	
ARHGAP24	1	ENSG00000138639	
ACTRT3	1	ENSG00000184378	
PAPOLA	1	ENSG00000090060	
MYO5C	1	ENSG00000128833	
EIF3J-DT	1	ENSG00000179523	
ZC3H12A	1	ENSG00000163874	
C8orf34-AS1	1	ENSG00000248801	
ZNF204P	1	ENSG00000204789	
GRIN1	1	ENSG00000176884	
PBK	1	ENSG00000168078	
LRRC42	1	ENSG00000116212	
TAF12	1	ENSG00000120656	
ARFGAP3	1	ENSG00000242247	
ENPP6	1	ENSG00000164303	
DSC1	1	ENSG00000134765	
PDGFC	1	ENSG00000145431	
RTEL1P1	1	ENSG00000251441	
SYT15	1	ENSG00000204176	
DOCK6	1	ENSG00000130158	
HCFC2	1	ENSG00000111727	
CYBA	1	ENSG00000051523	
TENM1	1	ENSG00000009694	
NBN	1	ENSG00000104320	
CACNA2D4	1	ENSG00000151062	
PPARGC1A	1	ENSG00000109819	
SLC1A3	1	ENSG00000079215	
ZNF28	1	ENSG00000198538	
EPM2A	1	ENSG00000112425	
KCNIP4	1	ENSG00000185774	
RAB5A	1	ENSG00000144566	
CNRIP1	1	ENSG00000119865	
MEF2C	1	ENSG00000081189	
KCNQ4	1	ENSG00000117013	
CRNDE	1	ENSG00000245694	
SH2D3C	1	ENSG00000095370	
RPS17P5	1	ENSG00000060303	
TRPV3	1	ENSG00000167723	
NR6A1	1	ENSG00000148200	
PIGU	1	ENSG00000101464	
ENSG00000227496	1	ENSG00000227496	
ERI1	1	ENSG00000104626	
LYPD6	1	ENSG00000187123	
IFI27	1	ENSG00000165949	
USP43	1	ENSG00000154914	
ECD	1	ENSG00000122882	
DEPDC7	1	ENSG00000121690	
ALDH1L2	1	ENSG00000136010	
FOXF1	1	ENSG00000103241	
MTX1	1	ENSG00000173171	
MIR4458HG	1	ENSG00000247516	
AKT1S1	1	ENSG00000204673	
ZNF484	1	ENSG00000127081	
PEDS1	1	ENSG00000240849	
RHBDL3	1	ENSG00000141314	
RARG	1	ENSG00000172819	
TMEM64	1	ENSG00000180694	
SCAMP3	1	ENSG00000116521	
DUOX2	1	ENSG00000140279	
FRG1	1	ENSG00000109536	
SRC	1	ENSG00000197122	
PRADC1	1	ENSG00000135617	
UFC1	1	ENSG00000143222	
FRAT2	1	ENSG00000181274	
NHSL1-AS1	1	ENSG00000225177	
LYRM1	1	ENSG00000102897	
BMS1P9	1	ENSG00000198312	
METTL1P1	1	ENSG00000176812	
DUOXA1	1	ENSG00000140254	
NGF	1	ENSG00000134259	
CXCL10	1	ENSG00000169245	
KIAA1549L	1	ENSG00000110427	
TRPV1	1	ENSG00000196689	
MYL6B	1	ENSG00000196465	
PDE4D	1	ENSG00000113448	
ALG1	1	ENSG00000033011	
FAM177A1	1	ENSG00000151327	
HLA-K	1	ENSG00000230795	
STARD4-AS1	1	ENSG00000246859	
GAL3ST3	1	ENSG00000175229	
DNAJA1	1	ENSG00000086061	
SH2D2A	1	ENSG00000027869	
PALS2	1	ENSG00000105926	
ALPL	1	ENSG00000162551	
FOXM1	1	ENSG00000111206	
PCYOX1	1	ENSG00000116005	
MAPT	1	ENSG00000186868	
TMEM151B	1	ENSG00000178233	
LRFN4	1	ENSG00000173621	
COL27A1	1	ENSG00000196739	
IDI1	1	ENSG00000067064	
PPY	1	ENSG00000108849	
LIN52	1	ENSG00000205659	
BAG2	1	ENSG00000112208	
WHAMMP4	1	ENSG00000215302	
TLE5	1	ENSG00000104964	
APOL1	1	ENSG00000100342	
PKD1P2	1	ENSG00000227827	
GSTM2P1	1	ENSG00000218803	
BOC	1	ENSG00000144857	
ADCY9	1	ENSG00000162104	
C2CD4B	1	ENSG00000205502	
TIAM1	1	ENSG00000156299	
MAMDC2	1	ENSG00000165072	
PCDHA3	1	ENSG00000255408	
VWDE	1	ENSG00000146530	
SRM	1	ENSG00000116649	
FAM86B1	1	ENSG00000186523	
GPR173	1	ENSG00000184194	
SLC1A1	1	ENSG00000106688	
MGAT3	1	ENSG00000128268	
PRDX2P1	1	ENSG00000215049	
ACOT4	1	ENSG00000177465	
PHF11	1	ENSG00000136147	
CFTR	1	ENSG00000001626	
DOCK2	1	ENSG00000134516	
AHDC1	1	ENSG00000126705	
RORA-AS1	1	ENSG00000245534	
COLCA1	1	ENSG00000196167	
UTP6	1	ENSG00000108651	
DDX54	1	ENSG00000123064	
ALKBH7	1	ENSG00000125652	
CACNA2D1	1	ENSG00000153956	
DUSP2	1	ENSG00000158050	
PAK3	1	ENSG00000077264	
EML3	1	ENSG00000149499	
DDTL	1	ENSG00000099974	
RILP	1	ENSG00000167705	
ISLR	1	ENSG00000129009	
CREB3	1	ENSG00000107175	
ETFBKMT	1	ENSG00000139160	
BLOC1S2	1	ENSG00000196072	
ZNF677	1	ENSG00000197928	
ITGBL1	1	ENSG00000198542	
C8orf48	1	ENSG00000164743	
RASGRF2	1	ENSG00000113319	
ACSS2	1	ENSG00000131069	
VXN	1	ENSG00000169085	
DDIT4L	1	ENSG00000145358	
STMN3	1	ENSG00000197457	
HELLS	1	ENSG00000119969	
GCSAM	1	ENSG00000174500	
AJAP1	1	ENSG00000196581	
FBXL7	1	ENSG00000183580	
ALDH7A1	1	ENSG00000164904	
ALDH6A1	1	ENSG00000119711	
AAK1	1	ENSG00000115977	
PDCL3P5	1	ENSG00000213089	
KLHDC1	1	ENSG00000197776	
GLMP	1	ENSG00000198715	
ZDHHC17	1	ENSG00000186908	
PPP3CB-AS1	1	ENSG00000221817	
VMO1	1	ENSG00000182853	
IPPK	1	ENSG00000127080	
ASF1A	1	ENSG00000111875	
NRXN3	1	ENSG00000021645	
PLSCR4	1	ENSG00000114698	
SOX7	1	ENSG00000171056	
EPHB1	1	ENSG00000154928	
PRR15	1	ENSG00000176532	
ZDHHC12	1	ENSG00000160446	
CBFB	1	ENSG00000067955	
TIGD4	1	ENSG00000169989	
ZNF530	1	ENSG00000183647	
PITPNC1	1	ENSG00000154217	
C3	1	ENSG00000125730	
PTGS1	1	ENSG00000095303	
C3orf14	1	ENSG00000114405	
CPED1	1	ENSG00000106034	
TRAPPC3L	1	ENSG00000173626	
TUBB2B	1	ENSG00000137285	
INKA1	1	ENSG00000185614	
LINC02716	1	ENSG00000205106	
TNK2	1	ENSG00000061938	
FAM185A	1	ENSG00000222011	
PRIM1	1	ENSG00000198056	
SYCP2	1	ENSG00000196074	
DAPK1	1	ENSG00000196730	
DOCK5	1	ENSG00000147459	
CRLS1	1	ENSG00000088766	
CCR1	1	ENSG00000163823	
APPAT	1	ENSG00000230606	
ANO7L1	1	ENSG00000237276	
KCTD20	1	ENSG00000112078	
RXRA	1	ENSG00000186350	
DTNBP1	1	ENSG00000047579	
RAB4B-EGLN2	1	ENSG00000171570	
TMEM86A	1	ENSG00000151117	
HLA-V	1	ENSG00000181126	
RBM24	1	ENSG00000112183	
SASS6	1	ENSG00000156876	
SLC25A29	1	ENSG00000197119	
PTPRC	1	ENSG00000081237	
EPB41L4B	1	ENSG00000095203	
SCN3B	1	ENSG00000166257	
CUBN	1	ENSG00000107611	
VWA2	1	ENSG00000165816	
ZNF826P	1	ENSG00000231205	
ZNF23	1	ENSG00000167377	
JPH2	1	ENSG00000149596	
RSPH1	1	ENSG00000160188	
NOVA2	1	ENSG00000104967	
FABP5P1	1	ENSG00000236972	
CSDC2	1	ENSG00000172346	
SLC25A5P2	1	ENSG00000235064	
PREP	1	ENSG00000085377	
MGST2	1	ENSG00000085871	
CENPL	1	ENSG00000120334	
SLC20A1	1	ENSG00000144136	
PPM1L	1	ENSG00000163590	
ATG2B	1	ENSG00000066739	
CICP4	1	ENSG00000232852	
ADCY5	1	ENSG00000173175	
CXXC4	1	ENSG00000168772	
RRP8	1	ENSG00000132275	
PTOV1	1	ENSG00000104960	
SERPINA1	1	ENSG00000197249	
PIGCP1	1	ENSG00000213713	
TMEM158	1	ENSG00000249992	
ZNF518B	1	ENSG00000178163	
CAMK2B	1	ENSG00000058404	
PRDX1P1	1	ENSG00000214121	
LYPD1	1	ENSG00000150551	
C15orf48	1	ENSG00000166920	
ENSG00000204745	1	ENSG00000204745	
MADCAM1	1	ENSG00000099866	
RPL22L1	1	ENSG00000163584	
APOL4	1	ENSG00000100336	
PARG	1	ENSG00000227345	
OLFML2A	1	ENSG00000185585	
FTH1P20	1	ENSG00000226564	
CCDC3	1	ENSG00000151468	
SARS1	1	ENSG00000031698	
AKR1C3	1	ENSG00000196139	
C19orf47	1	ENSG00000160392	
KLB	1	ENSG00000134962	
MELK	1	ENSG00000165304	
PRIM2	1	ENSG00000146143	
FRMD8P1	1	ENSG00000227942	
HYAL3	1	ENSG00000186792	
IFIT3	1	ENSG00000119917	
CLDN11	1	ENSG00000013297	
WNT5A-AS1	1	ENSG00000244586	
CD58	1	ENSG00000116815	
LSP1P4	1	ENSG00000143429	
RABEP2	1	ENSG00000177548	
GJA1P1	1	ENSG00000176857	
NT5C1B	1	ENSG00000185013	
PSD	1	ENSG00000059915	
LINC00886	1	ENSG00000240875	
TCTA	1	ENSG00000145022	
KLHL22	1	ENSG00000099910	
ATF4P4	1	ENSG00000256167	
VPS51P7	1	ENSG00000249347	
C10orf67	1	ENSG00000179133	
NFIA	1	ENSG00000162599	
SNF8	1	ENSG00000159210	
NUTM2B	1	ENSG00000188199	
LINGO1	1	ENSG00000169783	
GUCY1A1	1	ENSG00000164116	
SLC25A14	1	ENSG00000102078	
GPC6	1	ENSG00000183098	
PLGRKT	1	ENSG00000107020	
FRRS1	1	ENSG00000156869	
FLG-AS1	1	ENSG00000237975	
SLC4A5	1	ENSG00000188687	
ZNF430	1	ENSG00000118620	
N4BP2L1	1	ENSG00000139597	
RPL26L1	1	ENSG00000037241	
NT5E	1	ENSG00000135318	
FBXO9	1	ENSG00000112146	
SPAG16	1	ENSG00000144451	
SERTAD4-AS1	1	ENSG00000203706	
KYNU	1	ENSG00000115919	
ZNF880	1	ENSG00000221923	
SPDYE2B	1	ENSG00000173678	
